# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy v_pressure
7350 0.946535 -1.30439 0.805456
7360 0.982986 -1.30758 0.811109
7370 0.966197 -1.2924 0.8565
7380 0.993506 -1.31311 0.804461
7390 0.967221 -1.27008 0.953869
7400 0.994754 -1.29755 0.870127
7410 1.01611 -1.30092 0.863057
7420 1.00671 -1.29354 0.877706
7430 1.02228 -1.30137 0.854231
7440 1.03295 -1.33193 0.754746
7450 1.00327 -1.32307 0.787309
7460 0.968564 -1.31335 0.818698
7470 0.974645 -1.30971 0.819367
7480 0.993489 -1.32502 0.736684
7490 0.976859 -1.30883 0.774982
7500 1.02939 -1.32281 0.762605
7510 1.03054 -1.29878 0.86056
7520 1.05666 -1.3076 0.832499
7530 1.04289 -1.32652 0.750833
7540 1.00428 -1.31992 0.751868
7550 0.987597 -1.31223 0.762869
7560 0.994089 -1.30108 0.816219
7570 0.971308 -1.29875 0.82553
7580 1.0123 -1.28941 0.88201
7590 1.01381 -1.30216 0.829949
7600 1.02409 -1.33093 0.728101
7610 1.00109 -1.32227 0.729274
7620 1.00734 -1.30995 0.746177
7630 1.01146 -1.32348 0.690625
7640 0.970364 -1.31541 0.708802
7650 0.986298 -1.31888 0.715587
7660 0.989412 -1.31078 0.756145
7670 1.00092 -1.31613 0.738662
7680 0.991559 -1.30089 0.80152
7690 0.994079 -1.29941 0.816084
7700 1.00524 -1.31801 0.735456
7710 0.982658 -1.33739 0.638296
7720 0.950759 -1.32201 0.685236
7730 0.995621 -1.33133 0.701533
7740 0.964979 -1.31549 0.751622
7750 1.03419 -1.31657 0.774675
7760 1.04325 -1.3121 0.780199
7770 1.00843 -1.31551 0.761164
7780 1.0049 -1.28896 0.852918
7790 0.963687 -1.29544 0.812698
7800 1.02067 -1.32129 0.750193
7810 1.00396 -1.29089 0.845199
7820 1.01139 -1.2922 0.835481
7830 1.01458 -1.29838 0.78563
7840 0.977729 -1.28012 0.817991
7850 1.01228 -1.31246 0.718672
7860 0.976514 -1.29601 0.766171
7870 1.00811 -1.30465 0.747609
7880 1.02384 -1.31496 0.731557
7890 1.04076 -1.28854 0.831316
7900 0.996523 -1.29259 0.786798
7910 1.02438 -1.29678 0.780635
7920 0.991061 -1.29588 0.783074
7930 0.961356 -1.2991 0.762981
7940 0.988765 -1.29338 0.797103
7950 0.978327 -1.29223 0.81063
7960 1.00444 -1.30108 0.784175
7970 1.01198 -1.3028 0.782548
7980 0.981102 -1.31449 0.72799
7990 1.00434 -1.31452 0.728347
8000 1.00824 -1.30494 0.76993
8010 0.975807 -1.28144 0.846924
8020 1.0058 -1.29791 0.815058
8030 1.01299 -1.30764 0.783545
8040 0.959463 -1.28326 0.835331
8050 0.997865 -1.30417 0.784934
8060 1.00287 -1.30385 0.780498
8070 1.00492 -1.29385 0.800085
8080 0.960934 -1.28849 0.78445
8090 0.982405 -1.28922 0.787811
8100 1.00565 -1.31201 0.713941
8110 1.01282 -1.29171 0.785259
8120 0.992254 -1.31132 0.706877
8130 1.0135 -1.31426 0.689302
8140 0.983335 -1.29886 0.74785
8150 1.00057 -1.2905 0.81394
8160 1.00462 -1.27474 0.881195
8170 0.9889 -1.30195 0.784002
8180 1.00894 -1.29605 0.824826
8190 1.02011 -1.2981 0.846547
8200 1.01283 -1.27883 0.926145
8210 1.01125 -1.29307 0.892707
8220 1.00032 -1.29955 0.85321
8230 0.978738 -1.30043 0.815492
8240 0.995955 -1.31786 0.741936
8250 0.959237 -1.32651 0.688301
8260 0.994136 -1.33037 0.687526
8270 0.933715 -1.3105 0.742704
8280 0.964582 -1.31485 0.759391
8290 1.00256 -1.30546 0.810611
8300 0.977122 -1.31163 0.781853
8310 1.01559 -1.30107 0.835897
8320 1.00243 -1.30302 0.81578
8330 1.01782 -1.30308 0.790565
8340 0.979448 -1.29062 0.806084
8350 1.03395 -1.30381 0.790509
8360 0.96964 -1.30817 0.743059
8370 0.997067 -1.30796 0.777419
8380 1.01826 -1.31641 0.749985
8390 1.0297 -1.2891 0.851748
8400 1.00688 -1.31091 0.768646
8410 0.94437 -1.30358 0.781914
8420 1.02414 -1.30359 0.817445
8430 1.01057 -1.31546 0.767504
8440 0.977021 -1.32944 0.687988
8450 1.00644 -1.33502 0.694678
8460 0.97542 -1.32249 0.756124
8470 0.954477 -1.29072 0.886864
8480 0.997922 -1.30456 0.850065
8490 1.04194 -1.30885 0.84451
8500 1.03038 -1.3371 0.756086
8510 0.969155 -1.31852 0.798305
8520 1.00925 -1.33283 0.748006
8530 0.988139 -1.33189 0.734581
8540 1.00987 -1.31778 0.797172
8550 1.01903 -1.3281 0.762465
8560 1.04925 -1.31592 0.808285
8570 1.01423 -1.30031 0.842585
8580 1.00769 -1.30023 0.840466
8590 0.952641 -1.31631 0.758573
8600 0.931349 -1.32397 0.713285
8610 1.00122 -1.31682 0.765033
8620 0.997773 -1.31032 0.787623
8630 1.02148 -1.30675 0.809641
8640 1.01765 -1.31324 0.767245
8650 1.003 -1.30838 0.783538
8660 0.976731 -1.30787 0.776525
8670 1.02796 -1.32104 0.756335
8680 1.0281 -1.30129 0.840597
8690 0.997843 -1.31444 0.821491
8700 1.01006 -1.30405 0.871063
8710 0.970917 -1.30624 0.852188
8720 0.997877 -1.30089 0.889227
8730 1.03129 -1.3307 0.804296
8740 1.01812 -1.32825 0.800675
8750 0.981909 -1.31164 0.843384
8760 1.02103 -1.30318 0.877322
8770 0.979069 -1.30352 0.851198
8780 0.986118 -1.3206 0.787914
8790 0.947421 -1.32381 0.745222
8800 0.967357 -1.29859 0.826531
8810 1.01182 -1.31273 0.795583
8820 1.02342 -1.31254 0.808693
8830 1.01367 -1.31991 0.810143
8840 1.06482 -1.27994 0.988815
8850 1.00251 -1.30719 0.867266
8860 0.96426 -1.3152 0.803155
8870 0.952615 -1.30514 0.817713
8880 1.00475 -1.31574 0.77836
8890 1.02796 -1.30553 0.820648
8900 0.988094 -1.30138 0.837008
8910 1.02178 -1.32408 0.792628
8920 1.02526 -1.30438 0.849719
8930 1.0382 -1.31883 0.78543
8940 0.995663 -1.30894 0.786548
8950 0.961817 -1.30837 0.75945
8960 0.984705 -1.30882 0.779164
8970 1.01773 -1.31413 0.792606
8980 1.00761 -1.31381 0.792723
8990 1.01476 -1.32492 0.748656
9000 0.995291 -1.31739 0.760047
9010 1.03059 -1.29536 0.859763
9020 1.05328 -1.28797 0.920065
9030 1.02703 -1.30219 0.881298
9040 1.02115 -1.30376 0.886558
9050 1.01071 -1.28832 0.924944
9060 1.01125 -1.31114 0.808997
9070 1.0029 -1.31759 0.748053
9080 1.03766 -1.32721 0.720894
9090 0.991631 -1.32443 0.69972
9100 0.989765 -1.31199 0.723145
9110 1.02065 -1.32633 0.688823
9120 0.978238 -1.31377 0.743377
9130 0.964969 -1.32148 0.726167
9140 0.994806 -1.33182 0.694245
9150 0.996312 -1.30629 0.754934
9160 1.03776 -1.31345 0.744901
9170 1.02747 -1.30628 0.794092
9180 0.98509 -1.30102 0.817028
9190 0.991808 -1.31629 0.778821
9200 1.00374 -1.32958 0.730315
9210 1.00377 -1.33311 0.716213
9220 0.986585 -1.32652 0.727688
9230 0.999721 -1.31346 0.785546
9240 0.985677 -1.30063 0.830795
9250 0.965458 -1.32292 0.755723
9260 1.04084 -1.31479 0.801023
9270 1.03352 -1.32652 0.750452
9280 0.977722 -1.30776 0.803342
9290 1.00333 -1.3163 0.794142
9300 1.03364 -1.31501 0.813033
9310 1.02317 -1.32831 0.753605
9320 0.993662 -1.33756 0.700213
9330 0.964616 -1.33505 0.700606
9340 0.985558 -1.32617 0.738445
9350 0.975744 -1.30208 0.798708
9360 0.993439 -1.3118 0.772168
9370 0.993308 -1.31203 0.776367
9380 0.974828 -1.31834 0.740263
9390 0.993784 -1.29563 0.828505
9400 1.00913 -1.30067 0.802676
9410 1.02618 -1.31666 0.735835
9420 1.04996 -1.3322 0.679588
9430 0.999891 -1.31652 0.7098
9440 1.02763 -1.32067 0.717151
9450 0.999725 -1.3154 0.735797
9460 0.955547 -1.32004 0.725822
9470 1.00781 -1.3165 0.793797
9480 1.02404 -1.29016 0.913359
9490 1.01042 -1.3066 0.828229
9500 1.00986 -1.30119 0.828887
9510 1.01293 -1.31941 0.77276
9520 1.0484 -1.33347 0.727397
9530 1.00271 -1.34051 0.670054
9540 0.961692 -1.31842 0.731218
9550 0.961014 -1.34585 0.632821
9560 0.946966 -1.33591 0.680367
9570 0.990553 -1.33132 0.753018
9580 0.986435 -1.30784 0.842477
9590 0.984805 -1.29817 0.873013
9600 1.01856 -1.31114 0.849838
9610 1.01832 -1.33041 0.75956
9620 1.01637 -1.32433 0.763847
9630 1.01492 -1.32823 0.758375
9640 1.00697 -1.3077 0.83979
9650 0.997988 -1.32605 0.761501
9660 1.01345 -1.34168 0.694696
9670 1.00286 -1.33004 0.725748
9680 1.04237 -1.3266 0.75457
9690 0.969946 -1.31353 0.774635
9700 1.01944 -1.30875 0.836766
9710 1.01513 -1.31047 0.827845
9720 1.02078 -1.31635 0.819254
9730 1.02615 -1.30596 0.858483
9740 0.988878 -1.31001 0.81512
9750 1.06326 -1.32875 0.778445
9760 1.00382 -1.31915 0.815593
9770 1.04984 -1.31472 0.87133
9780 1.03812 -1.28772 0.980117
9790 1.03915 -1.31652 0.869989
9800 1.01303 -1.31022 0.873189
9810 0.977343 -1.30762 0.852661
9820 0.994797 -1.30858 0.825915
9830 0.99975 -1.29791 0.82809
9840 1.01515 -1.29971 0.822907
9850 1.00288 -1.31549 0.774385
9860 1.03244 -1.32085 0.794104
9870 1.03939 -1.30472 0.86959
9880 1.00457 -1.29293 0.909883
9890 0.982718 -1.31298 0.821543
9900 0.998766 -1.32926 0.763964
9910 0.974436 -1.33051 0.743644
9920 0.972129 -1.32771 0.752131
9930 1.01275 -1.29628 0.884856
9940 1.03596 -1.30253 0.885099
9950 1.00312 -1.29564 0.897507
9960 1.03887 -1.29906 0.885376
9970 1.01236 -1.30938 0.824377
9980 0.994589 -1.31675 0.773929
9990 1.01219 -1.3158 0.755025
10000 1.01458 -1.34349 0.62727
10010 0.96494 -1.34943 0.556537
10020 0.93394 -1.33258 0.601099
10030 0.943964 -1.32178 0.642866
10040 1.01777 -1.3294 0.652335
10050 0.991187 -1.34023 0.603229
10060 1.01107 -1.33311 0.65651
10070 1.02042 -1.30703 0.749996
10080 1.03065 -1.29647 0.776679
